time_ms,accuracy,compute_similarities_with_state_decision_0,compute_similarities_with_state_decision_1,compute_similarities_with_state_threshold_0,parse_embedding_decision_0,parse_embedding_decision_1,parse_embedding_threshold_0,selector_kernel_decision_0,selector_kernel_decision_1,selector_kernel_threshold_0,qos_loss,exact_accuracy
5083.035555,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5059.777122,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
3616.190862,0.076806,0,0,0,1,1,0,1,1,0,0.383194,0.460000
5070.159980,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5061.239660,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5090.037497,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5074.219739,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5108.309422,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5560.210740,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5070.224687,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6523.823159,0.472980,0,0,0,1,1,0,0,0,0,0.000000,0.460000
5090.431955,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
6530.680852,0.472980,0,0,0,1,1,0,0,0,0,0.000000,0.460000
5552.527940,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5058.414527,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5070.325880,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5090.821730,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5064.082597,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5041.023212,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5077.938237,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5047.908214,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5057.609760,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5085.924893,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5097.907982,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5062.734404,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5085.300479,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5055.356826,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5046.497237,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5552.171736,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5090.721922,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5081.473486,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5628.876391,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5089.167495,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5117.796363,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5680.279027,0.488869,2,2,0,1,1,0,0,0,0,0.000000,0.460000
5122.158339,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5057.747251,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
5557.417385,0.393095,1,1,0,2,2,0,0,0,0,0.066905,0.460000
5106.756721,0.499901,2,2,0,2,2,0,0,0,0,0.000000,0.460000
2310.602875,0.071806,2,2,0,2,2,0,1,1,0,0.388194,0.460000
